gene_id,gene_symbol,logFC,logCPM,PValue,FDR,is_simulated_true_de
ENSGDEMO000025,GENE0025,1.187997577044852,9.649052703350758,0.027297773484409423,0.34725329921154574,True
ENSGDEMO000026,GENE0026,1.4768023465706541,10.120207807096616,0.00490368179793783,0.11316188764471916,True
ENSGDEMO000027,GENE0027,2.8057328452015318,12.261994856769077,7.603828540323129e-09,3.0415314161292514e-06,True
ENSGDEMO000028,GENE0028,1.411653265321176,8.024140446579024,0.019621342242688116,0.2803048891812588,True
ENSGDEMO000029,GENE0029,1.7340466466356341,11.269580249174009,0.0005284432479731712,0.02642216239865856,True
ENSGDEMO000030,GENE0030,1.4870798327959616,9.87674582781851,0.005146619935823332,0.11652724382996223,True
ENSGDEMO000031,GENE0031,1.772040886731384,8.003480614316704,0.003457174018524435,0.0921913071606516,True
ENSGDEMO000032,GENE0032,1.686746794411894,10.396059265668605,0.0011314912765445352,0.0399349862309836,True
ENSGDEMO000033,GENE0033,1.1517830339635955,10.111488780580435,0.028293854048339468,0.3496569338236012,True
ENSGDEMO000034,GENE0034,1.7562505166710878,10.283390746699302,0.0007459494498209604,0.031969262135184015,True
ENSGDEMO000035,GENE0035,1.5942307807939304,9.512615601558796,0.003296278505127645,0.08989850468529942,True
ENSGDEMO000036,GENE0036,1.8617223083503003,9.39382955609034,0.0006560420101288171,0.030971839967774938,True
ENSGDEMO000037,GENE0037,1.625933383127407,8.888091296143386,0.003995735662955259,0.09904926383231075,True
ENSGDEMO000038,GENE0038,0.7883526773343377,10.580565979225717,0.12500502266715594,0.7177321875626178,True
ENSGDEMO000039,GENE0039,1.9547517706373743,8.36158625434979,0.0008833116648947272,0.035008988981344864,True
ENSGDEMO000040,GENE0040,0.7817054039181404,9.085031454592635,0.1606993630343409,0.8047103749024307,True
ENSGDEMO000041,GENE0041,2.3717879748683064,9.108318042568856,2.0203802372064826e-05,0.0022040511678616172,True
ENSGDEMO000042,GENE0042,0.8131843836181973,7.591473256380555,0.19679471364918097,0.8275967161472332,True
ENSGDEMO000043,GENE0043,0.845685819306313,11.280539096508301,0.09084621250069705,0.6195829866720914,True
ENSGDEMO000044,GENE0044,1.1948625510784687,11.472010956264592,0.016190007636001327,0.2556975263216869,True
ENSGDEMO000045,GENE0045,1.8276165892015106,7.859590776283195,0.002916797687523018,0.08333707678637195,True
ENSGDEMO000046,GENE0046,1.0553898028016544,11.461939342280115,0.03373535859017133,0.3930333039631611,True
ENSGDEMO000047,GENE0047,1.3465294988019512,12.307191731156053,0.005508686052962292,0.12082494802965671,True
ENSGDEMO000048,GENE0048,0.5534725231954902,5.8853439498805145,0.4752249906537037,0.9965461298194156,True
ENSGDEMO000049,GENE0049,0.7344741407443482,11.254900082432139,0.14230256779399442,0.7555888555433332,True
ENSGDEMO000050,GENE0050,0.047240023312808965,7.88184324397038,0.9385510180849944,0.9965461298194156,True
ENSGDEMO000051,GENE0051,1.4938407945628622,11.517077384947362,0.002606568803224479,0.07628981863096038,True
ENSGDEMO000052,GENE0052,1.6604762032815064,11.828578606040141,0.0007282827197401823,0.031969262135184015,True
ENSGDEMO000053,GENE0053,0.6865936150256857,6.315977763123349,0.34699752716359017,0.9420747343807877,True
ENSGDEMO000054,GENE0054,0.6049334661476804,9.227282373642597,0.27322634190069184,0.8977014291493536,True
ENSGDEMO000055,GENE0055,1.521826381553887,8.885253099830551,0.00706739939183782,0.14622205638285146,True
ENSGDEMO000056,GENE0056,1.1400541079242448,11.918282655276458,0.020031100944579962,0.2827920133352465,True
ENSGDEMO000057,GENE0057,0.5946263106848706,5.358907922304411,0.47914584659350784,0.9965461298194156,True
ENSGDEMO000058,GENE0058,0.7364925561795914,10.506294586673212,0.15313309576763803,0.7753574469247496,True
ENSGDEMO000059,GENE0059,1.0795418316782,9.535890455382338,0.04629834890936678,0.47485486060889004,True
ENSGDEMO000060,GENE0060,1.265157067240363,10.989871074652477,0.012311229910935804,0.21104965561604236,True
ENSGDEMO000061,GENE0061,-0.9283156873760414,6.892380205256482,0.17180106171770937,0.8204919994584984,True
ENSGDEMO000062,GENE0062,-0.6512058747127325,10.757913610044358,0.2017152531808098,0.8275967161472332,True
ENSGDEMO000063,GENE0063,-2.185921923947113,7.394956200113083,0.0006710565326351237,0.030971839967774938,True
ENSGDEMO000064,GENE0064,-0.4178846994565477,7.915258732686085,0.49395001574168085,0.9965461298194156,True
ENSGDEMO000065,GENE0065,-1.1961823125420739,6.967601889030155,0.07570680131031274,0.5782809131536801,True
ENSGDEMO000066,GENE0066,-1.8665535639090107,10.230039406949476,0.00035046052101653696,0.019116028419083834,True
ENSGDEMO000067,GENE0067,-2.3069611851176477,4.4669743774352915,0.018764317023782496,0.27416701378514235,True
ENSGDEMO000068,GENE0068,-2.0931909966955535,9.500337287847007,0.00011544492005799239,0.0072912581089258355,True
ENSGDEMO000069,GENE0069,-1.4111786915630367,9.838176124745972,0.008062402028986325,0.15356956245688239,True
ENSGDEMO000070,GENE0070,-1.2309665783083954,10.131204677311255,0.018963218453472347,0.27416701378514235,True
ENSGDEMO000071,GENE0071,-0.8906530908425152,7.385083649166845,0.16624510847797325,0.8114916307999507,True
ENSGDEMO000072,GENE0072,-1.7800511471628164,9.71046844007174,0.0009043988820180755,0.035008988981344864,True
ENSGDEMO000073,GENE0073,-1.4384304497922722,9.60761414164835,0.0076713726815123935,0.1520832694410071,True
ENSGDEMO000074,GENE0074,-0.8678554564809087,8.449343220775235,0.1370745264428259,0.7469357544673182,True
ENSGDEMO000075,GENE0075,-1.6354002978352655,10.212656734035944,0.001750989720711068,0.055294412232981094,True
ENSGDEMO000076,GENE0076,-1.3894545129090359,10.05486014749976,0.008333019321035534,0.15624411226941626,True
ENSGDEMO000077,GENE0077,-1.861654618004195,8.784225955755078,0.001070050937454732,0.038910943180172075,True
ENSGDEMO000078,GENE0078,-1.4193428706274718,7.583198627389005,0.02438406153916345,0.3251208205221793,True
ENSGDEMO000079,GENE0079,-1.1284279972769768,9.702760431135834,0.03547334178248116,0.40333688092808223,True
ENSGDEMO000080,GENE0080,-1.109592655398568,5.400726531273263,0.18370502868678854,0.8275967161472332,True
ENSGDEMO000081,GENE0081,-0.5495636071870251,9.364022983811505,0.3153926102786993,0.9180416469689793,True
ENSGDEMO000082,GENE0082,-1.2480644690232756,9.915710289062726,0.018628579117054393,0.27416701378514235,True
ENSGDEMO000083,GENE0083,-0.748700520105877,8.31743064291108,0.20442550921007885,0.8284273804101755,True
ENSGDEMO000084,GENE0084,-1.2302115195849153,6.237697097012655,0.09542858955166147,0.6433388059662571,True
ENSGDEMO000085,GENE0085,-0.4103859556285592,8.739443753367524,0.47226010612568553,0.9965461298194156,True
ENSGDEMO000086,GENE0086,-1.9195044821940277,10.427066406922927,0.00020720118683649374,0.011840067819228214,True
ENSGDEMO000087,GENE0087,-0.9598019660994472,9.790431951867834,0.07228056790262462,0.5699099103293801,True
ENSGDEMO000088,GENE0088,-0.9082072891437774,10.155035914581664,0.0830789152606123,0.5899094574718033,True
ENSGDEMO000089,GENE0089,-1.2244992159343813,9.055650723091786,0.02830956847252179,0.3496569338236012,True
ENSGDEMO000090,GENE0090,-0.8611587865909147,7.108770184927248,0.1938472409398425,0.8275967161472332,True
ENSGDEMO000091,GENE0091,-1.1716390086611659,8.329083726564088,0.046831261002461384,0.4762501118894378,True
ENSGDEMO000092,GENE0092,-0.21300536819231297,9.255114093115433,0.6991381772721369,0.9965461298194156,True
ENSGDEMO000093,GENE0093,-1.1048949268775807,9.777708603124568,0.0386763586435437,0.42921755944405043,True
ENSGDEMO000094,GENE0094,-0.5792916454048571,6.1956456878137285,0.4349773924081513,0.9887009250296843,True
ENSGDEMO000095,GENE0095,-1.0763934648253537,8.574673843508924,0.0625798228162878,0.5515205459100347,True
ENSGDEMO000096,GENE0096,-1.703039471063525,6.149498837973177,0.022566759456422142,0.31126564767478815,True
ENSGDEMO000097,GENE0097,-1.8531946404711483,9.225347729824092,0.0007904644668731752,0.0327088744913038,True
ENSGDEMO000098,GENE0098,-0.4966116954515458,5.459238453539138,0.5481331062153586,0.9965461298194156,True
ENSGDEMO000099,GENE0099,-2.1071118298527836,5.845375218933222,0.006882987465509367,0.14490499927388142,True
ENSGDEMO000100,GENE0100,-2.254715211806964,9.209387742179837,4.521540580004981e-05,0.003875606211432841,True
ENSGDEMO000101,GENE0101,-0.8070217045301966,8.607597980858502,0.1616126669595715,0.8047103749024307,True
ENSGDEMO000102,GENE0102,0.1316373587019708,9.127904317472998,0.8127437699655271,0.9965461298194156,True
ENSGDEMO000103,GENE0103,-0.9648043280817467,9.957663845522841,0.0683241830324754,0.5515205459100347,True
ENSGDEMO000104,GENE0104,-0.5320801598008389,7.816093907948362,0.3881267063313373,0.9617623320708875,True
ENSGDEMO000105,GENE0105,-1.0707050442580472,9.116538649098027,0.05418672391856688,0.5208032524690384,True
ENSGDEMO000106,GENE0106,-0.8541229410059143,8.52112477460367,0.14114766356442135,0.7555888555433332,True
ENSGDEMO000107,GENE0107,-0.3849457053565324,8.706704316402545,0.5011882529457511,0.9965461298194156,True
ENSGDEMO000108,GENE0108,-1.013295169954838,8.724959579820615,0.0762394537227438,0.5782809131536801,True
ENSGDEMO000109,GENE0109,-0.49648632732265785,9.312624322514585,0.3659341222052612,0.9561447381781878,True
ENSGDEMO000110,GENE0110,-1.0806658338413477,7.620692387943487,0.08538640220850163,0.5957190851755928,True
ENSGDEMO000111,GENE0111,1.674231065959549,5.231211201099141,0.0509948453304645,0.5015886425947328,False
ENSGDEMO000112,GENE0112,1.7280083080113795,7.268024545365763,0.00798069103389163,0.15356956245688239,False
ENSGDEMO000113,GENE0113,3.020674604761563,9.499011755454909,2.643176874702357e-08,6.3436244992856565e-06,False
ENSGDEMO000114,GENE0114,2.83274764849567,12.152733704983246,6.021830711907258e-09,3.0415314161292514e-06,False
ENSGDEMO000115,GENE0115,1.9543144303751578,10.396030577935402,0.00016191807447463118,0.00971508446847787,False
ENSGDEMO000116,GENE0116,2.289713841533856,8.846844504849264,5.304238379986474e-05,0.003978178784989855,False
ENSGDEMO000117,GENE0117,2.8216819206510984,11.694199268157066,1.0746374634794096e-08,3.223912390438229e-06,False
ENSGDEMO000118,GENE0118,2.3050638116912303,12.51822459510583,1.7886827211466864e-06,0.00021464192653760237,False
ENSGDEMO000119,GENE0119,2.7204839615946375,11.390048057537399,4.761522437056919e-08,9.523044874113838e-06,False
ENSGDEMO000120,GENE0120,2.4285187736409464,11.675124565322351,8.70588351680327e-07,0.00013058825275204906,False
ENSGDEMO000121,GENE0121,2.219925407933405,8.89890749978938,8.386636220316751e-05,0.005919978508458884,False
ENSGDEMO000122,GENE0122,2.2236632360179875,4.750215602142443,0.017025883350410508,0.25862101291762796,False
ENSGDEMO000123,GENE0123,1.006911474150133,9.369908091567517,0.06574701656965565,0.5515205459100347,False
ENSGDEMO000124,GENE0124,2.9741652072908735,11.959780853142197,1.2433601972746465e-09,1.4920322367295759e-06,False
ENSGDEMO000125,GENE0125,2.4093620052694247,11.16701415678818,1.6007636493662405e-06,0.00021343515324883205,False
ENSGDEMO000126,GENE0126,-0.2096082948196658,9.79889605580048,0.6945424032829748,0.9965461298194156,False
ENSGDEMO000127,GENE0127,0.1412312594522369,8.26054518090314,0.8116788476630759,0.9965461298194156,False
ENSGDEMO000128,GENE0128,1.0202214720076288,9.859633266218038,0.05515678863554865,0.5208032524690384,False
ENSGDEMO000129,GENE0129,-0.4031994163235675,8.176888780995775,0.4994073660229156,0.9965461298194156,False
ENSGDEMO000130,GENE0130,0.5566782928348015,7.817937563680093,0.3664872119258602,0.9561447381781878,False
ENSGDEMO000131,GENE0131,-0.5256675623936067,9.932257218908099,0.32126518128838727,0.9205914645688197,False
ENSGDEMO000132,GENE0132,-0.38823725594862335,8.83896693059782,0.4933875430538313,0.9965461298194156,False
ENSGDEMO000133,GENE0133,-0.29717281624491143,10.385863499751958,0.5664348291859483,0.9965461298194156,False
ENSGDEMO000134,GENE0134,-0.48343554440398684,5.841949424354733,0.5354463294864352,0.9965461298194156,False
ENSGDEMO000135,GENE0135,-0.8574584071245974,8.379599220883883,0.14407718367395211,0.7583009667050111,False
ENSGDEMO000136,GENE0136,0.4547561110676561,10.399840860823497,0.38000816109628255,0.9571437274513469,False
ENSGDEMO000137,GENE0137,-0.2250712542584976,7.907787025333349,0.7127464397489979,0.9965461298194156,False
ENSGDEMO000138,GENE0138,0.4379300113084943,8.653650151728076,0.4459532569561177,0.9965461298194156,False
ENSGDEMO000139,GENE0139,0.2799477898936962,9.032527824725323,0.6166667671516588,0.9965461298194156,False
ENSGDEMO000140,GENE0140,0.15612962050783885,9.660809369542163,0.7716069313451945,0.9965461298194156,False
ENSGDEMO000141,GENE0141,-0.0783801475461301,6.696977694167554,0.910263706615292,0.9965461298194156,False
ENSGDEMO000142,GENE0142,0.2363810137234892,6.147612755508262,0.7516408802232238,0.9965461298194156,False
ENSGDEMO000143,GENE0143,0.3338395552640874,7.358212508032043,0.6048474347649393,0.9965461298194156,False
ENSGDEMO000144,GENE0144,0.10824254669476119,7.144429065625618,0.8697637712509763,0.9965461298194156,False
ENSGDEMO000145,GENE0145,0.13267588416250042,10.71104578778618,0.7951657899730733,0.9965461298194156,False
ENSGDEMO000146,GENE0146,-0.9342700738650889,9.346370045187815,0.0882110317612463,0.6083519431810089,False
ENSGDEMO000147,GENE0147,0.1832359235360066,8.547944589022656,0.7517393115795101,0.9965461298194156,False
ENSGDEMO000148,GENE0148,-1.0013764540267474,7.982206254529881,0.09912187135387449,0.6535508001354361,False
ENSGDEMO000149,GENE0149,-0.8932825110626341,10.66057558025478,0.08112086635547607,0.5855697386153361,False
ENSGDEMO000150,GENE0150,0.052787955955995614,8.935289392670764,0.9252971358015711,0.9965461298194156,False
ENSGDEMO000151,GENE0151,-0.08276776365745664,1.430682496430904,0.9665325011193019,0.9965461298194156,False
ENSGDEMO000152,GENE0152,-1.4791196150627854,10.551377534172564,0.004044511606486023,0.09904926383231075,False
ENSGDEMO000153,GENE0153,0.6453886029049531,7.3054266075459,0.31984379403983376,0.9205839640443232,False
ENSGDEMO000154,GENE0154,-0.05519426548686024,9.685228954255912,0.9181552477805437,0.9965461298194156,False
ENSGDEMO000155,GENE0155,-1.5574281438740503,11.947240108502408,0.0014736105852703732,0.047792775738498584,False
ENSGDEMO000156,GENE0156,0.29294884436825797,6.610717919181057,0.6768400794513599,0.9965461298194156,False
ENSGDEMO000157,GENE0157,-0.21151915756986117,9.666257637327782,0.6940431634154871,0.9965461298194156,False
ENSGDEMO000158,GENE0158,0.2007877614750564,9.266399147655921,0.7154270291089737,0.9965461298194156,False
ENSGDEMO000159,GENE0159,-0.3420067883437721,9.285650490142695,0.5341064568582778,0.9965461298194156,False
ENSGDEMO000160,GENE0160,-0.23129742066067482,9.523832638494172,0.6696446340640955,0.9965461298194156,False
ENSGDEMO000161,GENE0161,0.5818135782826701,10.731951067705543,0.25452620182205876,0.8769869599443653,False
ENSGDEMO000162,GENE0162,0.35725341351855144,5.4083648353017555,0.6682454677978483,0.9965461298194156,False
ENSGDEMO000163,GENE0163,0.03044785260385119,10.748300005762394,0.9524191563005525,0.9965461298194156,False
ENSGDEMO000164,GENE0164,0.06945979753756948,10.330500381969758,0.8936703292458241,0.9965461298194156,False
ENSGDEMO000165,GENE0165,-0.15118624695680793,8.599505056507429,0.7932827427061437,0.9965461298194156,False
ENSGDEMO000166,GENE0166,0.9097396290073627,8.774919116429905,0.1101368518861771,0.6954619591609211,False
ENSGDEMO000167,GENE0167,0.7187297741155421,8.019043252083168,0.23501192260793408,0.8592195536316126,False
ENSGDEMO000168,GENE0168,0.378778863661716,7.04070093795466,0.5706192688030399,0.9965461298194156,False
ENSGDEMO000169,GENE0169,0.1620432889511214,7.983333415952038,0.7895542964164873,0.9965461298194156,False
ENSGDEMO000170,GENE0170,0.16789906589095338,11.593216241449174,0.7344545239908394,0.9965461298194156,False
ENSGDEMO000171,GENE0171,0.2894005992119615,8.53838816377957,0.6175928888066755,0.9965461298194156,False
ENSGDEMO000172,GENE0172,0.12413538529892865,9.06435459255205,0.82396708084044,0.9965461298194156,False
ENSGDEMO000173,GENE0173,-0.5688223581397258,9.682611612301269,0.2896693568708073,0.9042097871528115,False
ENSGDEMO000174,GENE0174,0.2930984745775955,10.82511254547191,0.5644950972190905,0.9965461298194156,False
ENSGDEMO000175,GENE0175,-0.22489380718408025,8.041735836813213,0.7096420066468209,0.9965461298194156,False
ENSGDEMO000176,GENE0176,-0.8769162759223856,1.7081244304235434,0.6323735335119309,0.9965461298194156,False
ENSGDEMO000177,GENE0177,-0.5789361027401361,9.93715172964315,0.27454702041484397,0.8977014291493536,False
ENSGDEMO000178,GENE0178,-0.12453855830730376,8.893644623776126,0.8254310456927003,0.9965461298194156,False
ENSGDEMO000179,GENE0179,0.5665738398619373,8.091745681622909,0.346113652743229,0.9418058578047048,False
ENSGDEMO000180,GENE0180,0.5917628558170476,8.396429586384874,0.31273319617270734,0.9136491841936033,False
ENSGDEMO000181,GENE0181,-0.6865908702002077,8.930119114316385,0.22280546725952305,0.8484312457126106,False
ENSGDEMO000182,GENE0182,-0.9905576650064871,8.159399284240388,0.09754774016033552,0.6503182677355701,False
ENSGDEMO000183,GENE0183,-0.5714246257752595,9.646187842034742,0.2884617351910014,0.9042097871528115,False
ENSGDEMO000184,GENE0184,0.26475849075893,10.071509895954023,0.6148659945826447,0.9965461298194156,False
ENSGDEMO000185,GENE0185,-0.7426028100770923,8.518097597778215,0.20086330939511754,0.8275967161472332,False
ENSGDEMO000186,GENE0186,-0.5316446134637207,10.714793286452876,0.29813705487823344,0.9105121461151708,False
ENSGDEMO000187,GENE0187,0.6036319822342939,8.775778251774335,0.2891017977899685,0.9042097871528115,False
ENSGDEMO000188,GENE0188,-1.5420140242947067,11.312746281176452,0.002023954824090286,0.06227553304893188,False
ENSGDEMO000189,GENE0189,0.6402860694038708,8.409647854871341,0.2741999139601508,0.8977014291493536,False
ENSGDEMO000190,GENE0190,0.09228739233851879,10.001041834839965,0.8612723919006764,0.9965461298194156,False
ENSGDEMO000191,GENE0191,-0.6036910516540148,9.616414973261023,0.26291127789025504,0.8812668532634247,False
ENSGDEMO000192,GENE0192,-0.33047491888270386,8.332577412101811,0.5748997951091923,0.9965461298194156,False
ENSGDEMO000193,GENE0193,-0.12810903805175222,11.195463407210593,0.7984231447282816,0.9965461298194156,False
ENSGDEMO000194,GENE0194,0.21861566369171026,9.71399677845834,0.6835210945617141,0.9965461298194156,False
ENSGDEMO000195,GENE0195,0.21727983529980932,11.436454366670933,0.6622896953061664,0.9965461298194156,False
ENSGDEMO000196,GENE0196,-0.7687148833239199,7.986056506590084,0.20536911580434675,0.8284273804101755,False
ENSGDEMO000197,GENE0197,1.1709546043742591,8.172437805595926,0.04990373991154099,0.49491312308966273,False
ENSGDEMO000198,GENE0198,-0.8370464894076335,8.947565210205179,0.13673718189473982,0.7469357544673182,False
ENSGDEMO000199,GENE0199,-0.0023697047393103077,10.498026718201682,0.996333919686322,0.9997290791018886,False
ENSGDEMO000200,GENE0200,-0.39300203680405765,9.940630517164669,0.45816948990599454,0.9965461298194156,False
ENSGDEMO000201,GENE0201,-0.2303459140389439,9.890251745045669,0.6645274775160135,0.9965461298194156,False
ENSGDEMO000202,GENE0202,0.5105463726862745,10.140956901294437,0.3302643067000713,0.9323114937651208,False
ENSGDEMO000203,GENE0203,-0.0029474118049765963,5.221536323798594,0.9972631856067186,0.9997290791018886,False
ENSGDEMO000204,GENE0204,0.46327696463095425,6.96995616574083,0.4913987585114319,0.9965461298194156,False
ENSGDEMO000205,GENE0205,-0.303527901305249,8.275431294242976,0.6081648485016908,0.9965461298194156,False
ENSGDEMO000206,GENE0206,-0.7458137307744579,9.838443366212438,0.16143462427605626,0.8047103749024307,False
ENSGDEMO000207,GENE0207,-0.7361044195666189,11.008140596213963,0.14501118086456402,0.7598839171942219,False
ENSGDEMO000208,GENE0208,0.5794313648102998,8.6738070708943,0.31250774569730294,0.9136491841936033,False
ENSGDEMO000209,GENE0209,0.22203710617989358,10.680216360633551,0.6643568757523342,0.9965461298194156,False
ENSGDEMO000210,GENE0210,0.20774488106012612,8.642782874862514,0.7179004390852487,0.9965461298194156,False
ENSGDEMO000211,GENE0211,-0.5341814872369657,9.228742530306343,0.33324090203405277,0.9323114937651208,False
ENSGDEMO000212,GENE0212,0.15368122489468572,9.693284160502863,0.7746905178900665,0.9965461298194156,False
ENSGDEMO000213,GENE0213,0.8853108416785656,9.29392853937252,0.10733540186639676,0.6887833274848989,False
ENSGDEMO000214,GENE0214,-0.7703737698853033,11.426271002088304,0.12162096791556154,0.7177321875626178,False
ENSGDEMO000215,GENE0215,0.18698997455847532,9.78277512430785,0.7263271837766083,0.9965461298194156,False
ENSGDEMO000216,GENE0216,0.026812887001683272,9.635177662126255,0.960299685368008,0.9965461298194156,False
ENSGDEMO000217,GENE0217,-0.4072907429716688,9.481601149469649,0.4536261281535423,0.9965461298194156,False
ENSGDEMO000218,GENE0218,-0.2945294306062385,7.590821651559197,0.6401668632724105,0.9965461298194156,False
ENSGDEMO000219,GENE0219,-0.15948426538750393,8.921453920184074,0.7771713469778405,0.9965461298194156,False
ENSGDEMO000220,GENE0220,-0.3724773514438571,10.722797711988154,0.4658885056244236,0.9965461298194156,False
ENSGDEMO000221,GENE0221,-0.0024023197917326655,8.79831281802225,0.9966282849082112,0.9997290791018886,False
ENSGDEMO000222,GENE0222,-0.3497570847734437,11.07305917570077,0.48758613260606265,0.9965461298194156,False
ENSGDEMO000223,GENE0223,1.2609119233093402,11.589136195584553,0.01086255742136671,0.194553267248359,False
ENSGDEMO000224,GENE0224,0.1074990948200627,8.717974821412406,0.8508834161823218,0.9965461298194156,False
ENSGDEMO000225,GENE0225,0.9525616791833018,10.566942601284074,0.06394634704901044,0.5515205459100347,False
ENSGDEMO000226,GENE0226,-0.5487579783326888,10.091725928314226,0.2965315518841048,0.9105121461151708,False
ENSGDEMO000227,GENE0227,-0.07172343813144977,8.286331137999206,0.9034858067346248,0.9965461298194156,False
ENSGDEMO000228,GENE0228,-0.12388979448121695,9.087481439922446,0.8240421245314149,0.9965461298194156,False
ENSGDEMO000229,GENE0229,0.15894658026569042,5.150231480911523,0.8549565020002676,0.9965461298194156,False
ENSGDEMO000230,GENE0230,-0.09825155004454977,8.15759855109994,0.8694827984359803,0.9965461298194156,False
ENSGDEMO000231,GENE0231,-0.3022341258247412,6.924466272594254,0.6552054716172534,0.9965461298194156,False
ENSGDEMO000232,GENE0232,0.889092796542803,10.895487966318997,0.079659431229009,0.5855697386153361,False
ENSGDEMO000233,GENE0233,-0.14053006786406996,9.378520853905734,0.7972122285282371,0.9965461298194156,False
ENSGDEMO000234,GENE0234,-0.13514426736830476,9.781638149307689,0.800304728558237,0.9965461298194156,False
ENSGDEMO000235,GENE0235,-0.03347379754566848,6.552666137490724,0.9622920132705878,0.9965461298194156,False
ENSGDEMO000236,GENE0236,-0.012542324897675705,9.021508618321324,0.9821205693889019,0.9979209849844897,False
ENSGDEMO000237,GENE0237,0.4626013474355668,10.18769244255687,0.3766051025786788,0.9571437274513469,False
ENSGDEMO000238,GENE0238,0.23883978143369156,10.827829611169362,0.6386650794593742,0.9965461298194156,False
ENSGDEMO000239,GENE0239,-0.9928151626900386,7.343608341149428,0.12442114285812327,0.7177321875626178,False
ENSGDEMO000240,GENE0240,0.0435762755677942,7.49337445343456,0.9453953989139929,0.9965461298194156,False
ENSGDEMO000241,GENE0241,-0.05135689257597331,10.299755729682275,0.9213889519321593,0.9965461298194156,False
ENSGDEMO000242,GENE0242,-0.23564330143566625,9.538953840188665,0.6635345750212259,0.9965461298194156,False
ENSGDEMO000243,GENE0243,0.07656628811704813,7.0440383862756,0.9086949921572105,0.9965461298194156,False
ENSGDEMO000244,GENE0244,0.5024454454095792,9.345574577756373,0.35922293199600386,0.94740113933012,False
ENSGDEMO000245,GENE0245,0.10224197172328431,10.577043082611647,0.8423188862449325,0.9965461298194156,False
ENSGDEMO000246,GENE0246,-0.05961058538126274,10.67946070144423,0.9072661495073922,0.9965461298194156,False
ENSGDEMO000247,GENE0247,0.38093625571781864,11.281730649376025,0.44623045757445284,0.9965461298194156,False
ENSGDEMO000248,GENE0248,0.012424444132898671,11.652906226797478,0.9799370276557586,0.9965461298194156,False
ENSGDEMO000249,GENE0249,0.2516342772474207,7.931748677405457,0.6799568864665714,0.9965461298194156,False
ENSGDEMO000250,GENE0250,0.7570420309674626,8.63306363222679,0.1883341466397635,0.8275967161472332,False
ENSGDEMO000251,GENE0251,0.5154951681598909,7.38298200973633,0.42308822061629636,0.985483470490532,False
ENSGDEMO000252,GENE0252,-0.6426889605569102,9.979225648621005,0.22412725407574796,0.8484312457126106,False
ENSGDEMO000253,GENE0253,0.0034212039313006315,9.495288876953591,0.9949734565992852,0.9997290791018886,False
ENSGDEMO000254,GENE0254,-0.17029339005404065,10.13606193572293,0.7454375170322631,0.9965461298194156,False
